baidu,百度
富足,充裕
富足,充足
富足,饶富
富足,优裕
腹背受敌,四面楚歌
覆按,查考
覆盖,笼盖
覆盖,笼罩
覆盖,掩盖
覆灭,毁灭
覆水难收,反水不收
覆信,复书
覆信,回音
覆辙,复辙
该当,理当
该当,应当
该死,活该
赅博,渊博
改扮,乔妆
改变,改动
改变,转变
改变主张,回心转意
改定,刊定
改动,修改
改革,变革
改革,鼎新
改革,改造
改过,改正
改过,悔改
改过,悛改
改过自新,痛改前非
改过自新,闻过则喜
改过自新,洗心革面
改行,转业
改换,更换
改悔,悔过
改嫁,再醮
改进,改良
改进,改善
改良,改进
改名,更名
改善,改良
改头换面,面目一新
改为,改成
改弦易辙,改变方式
改邪归正,放下屠刀
改邪归正,弃暗投明
改选,改组
改造,改革
改造,革新
改正,更正
改正,矫正
改正,纠正
盖世太保,秘密警察
盖印,盖章
盖章,盖印
概况,概略
概括,归纳综合
概率,几率
甘霖,甘雨
甘薯,番薯
甘甜,甜美
甘心,甘愿
甘心,甘愿宁可
甘心,宁愿
甘心,情愿
甘雨,甘霖
甘愿,情愿
甘愿宁可,甘心
甘旨,美味
肝胆相照,丹诚相许
肝胆相照,肝胆照人
肝胆相照,披肝沥胆
肝火,怒火
肝火,怒气
肝脑涂地,粉身碎骨
柑桔,柑橘
柑橘,柑桔
尴尬,为难
尴尬刁难,作对
扞格难入,格格不入
扞卫,保卫
赶紧,赶快
赶紧,赶忙
赶尽杀绝,斩草除根
赶快,从速
赶快,赶紧
赶快,赶忙
赶快,连忙
赶上,遇上
赶早,趁早
赶早,及早
敢于,勇于
敢作敢为,畏首畏尾
感触,感到
感触,感慨
感触,感受
感触,感想
感触感染,感受
感导,劝化
感导,陶染
感到,感应
感到,觉得
感德,戴德
感动,打动
感动,激动
感恩戴德,忘恩负义
感恩图报,结草衔环
感化,传染感动
感化,感导
感化,感染
感化,浸染
感怀,感念
感激,感谢
感激,感谢感动
感激不尽,感激涕零
感激涕零,感激不尽
感觉,感到
感觉,感受
感觉,觉得
感慨,感伤
感慨,感叹
感慨,慨叹
感愧并交,感愧交集
感愧交集,感愧并交
感冒,伤风
感情,豪情
感情,情感
感情,情绪
感染,传染
感染,沾染
感人,动人
感受,感触感染
感叹,感慨
感想,感触
感谢,感激
感谢感动,感激
感性,理性
感召,感化
干瘪,干瘦
干瘪,枯瘠
干瘪,困苦
干瘪,憔悴
干才,庸才
干脆,爽性
干脆爽快,快人快事
干犯,冒犯
干涸,干枯
干劲,劲头
干净,洁净
干净,清洁
干枯,干涸
干枯,枯槁
干练,精悍
干练,老练
干流,支流
干吗,干嘛
干嘛,干吗
干娘,乳母
干卿底事,与你何关
干扰,搅扰
干涉,干与
干涉,干预
干涉,过问
干涉干与,干预
干瘦,干瘪
干系,关连
干系,关系
干系,相干
干线,支线
干预,干涉
干预,干涉干与
干预干与,干涉
干燥,枯燥
干证,旁证
刚愎自用,我行我素
刚才,方才
刚才,适才
刚刚,方才
刚好,恰好
刚劲,刚毅
刚烈,刚强
刚强,刚烈
刚强,坚定
刚强,坚决
刚强,坚强
刚强,强项
刚巧,适值
刚巧,正巧
刚毅,坚毅
刚正,坚毅刚烈
刚正不阿,阿谀奉承
纲纪,法纪
纲领,纲要
纲要,大纲
纲要,纲领
岗亭,岗位
岗位,岗亭
港口,口岸
皋比,虎皮
高昂,昂扬
高昂,奋发
高傲,傲岸
高傲,傲慢
高傲,高慢
高傲,清高
高超,崇高高贵
高超,高明
高潮,低潮
高潮,飞腾
高潮,热潮
高出,超出跨越
高出,超过跨过
高出,横跨
高出,凌驾
高大,矮小
高大,高峻
高大,宏伟
高大,魁岸
高大,嵬峨
高档,高级
高等,初等
高等,高档
高等,高级
高低,凹凸
高低,高下
高低,上下
高地,洼地
高发,多发
高峰,岑岭
高峰,顶峰
高高在上,高屋建瓴
高高在上,居高临下
高古,古雅
高贵,崇高
高贵,高尚
高贵,尊贵
高级,初级
高级,高等
高价,低价
高见,拙见
高见,卓识
高峻,高大
高峻陡峭,峻峭
高空,地面
高利贷,印子钱
高慢,孤高
高慢,骄横
高慢,骄气
高妙,高深
高明,高超
高明,高妙
高明,拙劣
高朋,贵宾
高朋,贵客
高朋,嘉宾
高朋满座,宾客盈门
高人一等,头角峥嵘
高山,平地
高尚,崇高
高尚,高贵
高深,精深
高深,深邃
高深莫测,一目了然
高声,大声
高视阔步,昂首阔步
高视阔步,高视睨步
高视阔步,气宇轩昂大摇大摆
高视睨步,气宇轩昂
高寿,遐龄
高耸,挺拔
高温,低温
高屋建瓴,高高在上
高下,高低
高兴,欢快
高兴,欢乐
高兴,欢腾
高兴,快乐
高兴,乐意
高兴,努力
高兴,雀跃
高兴,喜悦
高兴,兴奋
高兴,愉快
高兴愿意,乐意
高雅,文雅
高雅,雅致
高雅,庸俗
高眼,法眼
高扬,低垂
高音,低音
高瞻远瞩,鼠目寸光
高涨,低落
高招,高着儿
高着,高招
高着,高作
高枕而卧,无忧无虑
高枕无忧,安枕无忧
高枕无忧,高枕而卧
高枕无忧,万事大吉
高作,高着
膏火,学费
膏粱子弟,公子哥儿
膏壤,沃土
膏腴,腴膏
膏泽,恩情
膏泽,恩泽
搞,弄
稿本,底稿
告白,广告
告别,辞别
告别,辞行
告别,告辞
告别,离别
告成,乐成
告贷,借债
告发,揭发
告发,密告
告急,垂危
告急,紧急
告急,紧张
告急,求助
告假,乞假
告假,请假
告诫,警告
告诫,劝诫
告诫,申饬
告竣,达成
告老还乡,辞职归里
告密,告发
告示,通告
告诉,告知
告诉,通知
告知,奉告
告知,告诉
告知,见告
告知,示知
告终,了结
告状,起诉
告罪,陪罪
戈壁,沙漠
咯噔,格登
胳肢窝,夹肢窝
搁笔,停笔
搁置,放置
搁置,弃捐
割断,切断
割肉医疮,画饼充饥
割肉医疮,望梅止渴
歌唱,歌颂
歌唱,讴歌
歌功颂德,树碑立传
歌女,女乐
歌颂,称道
歌颂,称颂
歌颂,称扬
歌颂,称誉
歌颂,称赞
歌颂,传颂
歌颂,歌唱
歌颂,歌咏
歌颂,讴歌
歌颂,颂扬
歌颂,赞颂
歌颂,赞叹
歌颂,赞扬
革除,铲除
革除,根除
革除,清除
革故鼎新,除旧更新
革故鼎新,改弦更张
革故鼎新,推陈出新
革命,反动
革退,斥革
革退,斥退
革新,改革
革新,改进
革新,改造
革新,刷新
革职,撤职
革职,除名
阁房,内室
阁下,旁边
格登,咯噔
格斗,搏斗
格斗,肉搏
格格不入,水乳交融
格局,格式
格局,款式
格式,格局
格式,花式
格式,花样
格调,风格
格外,非分特别
格于环境,时势所迫
隔岸观火,冷眼旁观
隔岸观火,袖手旁观
隔壁,隔邻
隔壁,近邻
隔断,隔绝
隔断,隔绝距离
隔断,间隔
隔阂,隔膜
隔绝,隔断
隔绝,阻遏
隔绝,阻隔
隔开,离隔
隔邻,隔壁
隔膜,隔阂
隔靴搔痒,对症下药
个别,个体
个别,一般
个人,团体
个人,小我
个人主义,本位主义
个体,个别
个体,集体
个性,特性
个性难改,本性难移
各半,参半
各奔前程,分道扬镳
各别,各异
各别,互异
各不相犯,互不侵犯
各不相谋,各执一词
各不相谋,各自进行
各不相谋,各自为政
各处,遍地
各国,列国
各行其是,同心同德
各尽所能,各展其长
各人,大家
各式各样,林林总总
各抒己见,畅所欲言
各抒己见,各持己见
各位,列位
各异,各别
各有千秋,各有所长
各展其长,各尽所能
各执己见,互不相让
各执一词,各不相谋
各种,各类
各自进行,各行其是
各自为政,步调一致
给以,赐与
给与,授与
给予,赐与
根本,底子
根本,基本
根本治理,正本清源
根除,铲除
根除,肃除
根抵,根底
根底,根抵
根底,基础
根基,根底
根基,基础
根据,按照
根据,凭据
根据,依据
根源,本源
跟班,仆从
跟从,跟班
跟从,扈从
跟从,随从跟随
跟随,跟从
跟随,追随
跟着,随着
亘古未有,比比皆是
亘古未有,空前未有
亘古未有,前所未有
亘古未有,史无前例
耕具,农具
耕人之田,为人作嫁
耕市不惊,秋毫无犯
耕耘,耕作
耕作,耕耘
耕作,耕种
耕作,垦植
耿介,廉洁
耿直,正直
哽咽,梗咽
哽咽,呜咽
梗塞,堵塞
梗咽,哽咽
梗直,鲠直
梗阻,阻塞
鲠直,梗直
更次,更头
更鼓敲尽,铜漏滴尽
更换,改换
更换,替换
更加,加倍
更加,愈加
更阑,深宵
更阑,夜阑
更名,改名
更深人静,夜阑人静
更甚,愈甚
更头,更次
更为,更加
更易,更容易
工笔,写意
工厂,工场
工场,工厂
工夫,功夫
工夫,时间
工具,东西
工具,对象
工头,领班
工细,工巧
工业,产业
工致,工整
工作,任务
弓鞬,弓套
弓手,射手
弓套,弓鞬
弓足,金莲
公布,颁布
公布,发布
公差,公役
公道,公平
公道,公允
公道,合理
公德,私德
公牍,公文
公断,公评
公费,自费
公愤,民愤
公愤,众怒
公告,通知布告
公馆,第宅
公家,公众
公价,官价
公斤,千克
公开,地下
公开,公然
公开场合,公共场所
公里,千米
公理,正义
公民,国民
公判,公审
公平,公道
公平,公允
公平,公正
公平,平正
公评,公断
公然,公开
公然,果然
公然,悍然
公审,公判
公事,公务
公事,私事
公文,公函
公务,公事
公心,私心
公役,公差
公有,私有
公约,条约
公正,公道
公正,公平
公证人,评判人
公众,"大众,"
公众,大众
公众,公家
公子,令郎
公子哥儿,膏粱子弟
公子王孙,纨?子弟
公子王孙,纨子弟
功败垂成,半途而废
功败垂成,大功告成
功臣,元勋
功臣,罪人
功成身退,急流勇退
功成身退,知难而退
功德,好事
功夫,工夫
功绩,功劳
功绩,功勋
功课,作业
功亏一篑,功败垂成
功劳,功绩
功劳,功烈
功劳,劳绩
功名利禄,富贵荣华
功能,功效
功能,功用
功势,守势
功效,成效
功效,功能
功效如神,万试万灵
功勋,功劳
功勋,勋绩
攻打,攻击
攻击,进犯
攻击,进击
攻克,霸占
攻其不备,趁火打劫
攻其不备,乘人之危
攻其不备,乘虚而入
攻无不克,望风而逃
攻无不克,战无不胜
攻陷,攻下
宫廷,宫庭
宫庭,宫廷
恭恭敬敬,必恭必敬
恭敬,恭顺
恭敬,尊重
恭顺,恭敬
恭惟,恭维
恭维,奉承
恭维,捧场
恭喜,祝贺
巩固,稳固
共计,合计
共计,总计
共鸣,共识
共识,共鸣
共事,同事
共同,配合
共同努力,通力合作
共享,同享
共性,个性
共赢,双赢
贡献,奉献
贡献,进献
供不应求,求过于供
供词,口供
供给,供应
供认,招认
供献,进献
供养,赡养
供应,供给
勾搭,勾结
勾画,勾勒
勾魂摄魄,荡气回肠
勾结,勾搭
勾结,勾通
勾栏,北里
勾勒,勾画
勾连,勾联
勾联,勾连
勾留,逗留
勾通,串连
勾通,串通
勾通,勾串
勾通,勾结
勾消,抹煞
勾销,取消
勾心斗角,尔虞我诈
勾引,蛊惑
勾引,引诱
勾引,诱惑
勾针,钩针
沟渠,水沟
沟渠,水渠
钩心斗角,尔虞我诈
钩心斗角,明争暗斗
钩针,勾针
苟安,偷安
苟且偷安,自甘堕落
苟且偷生,敷衍塞责
苟求不已,诛求无厌
狗洞,狗窦
狗窦,狗洞
狗急跳墙,垂死挣扎
狗仗人势,驴蒙虎皮
狗彘不若,猪狗不如
构成,组成
构词惑众,造谣生事
构思,构想
构想,构思
构想,设想
构怨,成仇
构造,机关
构造,结构
构造,组织
构筑,修建
购买,采办
购买,购置
购置,购买
购置,置办
够戗,够呛
够呛,够戗
够数,足数
媾和,讲和
媾和,宣战
媾和,议和
估计,估量
估计打算,盘算推算
估量,估计
估算,预算
咕咕唧唧,喁喁细语
孤傲,孤独
孤本,秘本
孤单,孤独
孤单,孑立
孤独,孤傲
孤独,孤单
孤独,孤苦
孤独,伶仃
孤芳自赏,顾影自怜
孤芳自赏,自命不凡
孤负,辜负
孤拐脸,孤拐面
孤拐面,孤拐脸
孤家寡人,孤苦伶仃
孤介,孤僻
孤军奋战,同仇敌忾
孤苦,伶丁
孤苦伶仃,孤家寡人
孤苦伶仃,顾影自怜
孤苦伶仃,鳏寡孤独
孤苦伶仃,举目无亲
孤苦伶仃,举目无亲孤芳自赏
孤苦伶仃,离群索居
孤立无援,孤掌难鸣
孤伶伶,孤零零
孤零零,孤伶伶
孤陋寡闻,目光如豆
孤僻,孤介
孤注一掷,背注一掷
姑且,权且
姑苏,苏州
姑妄听之,姑妄言之
姑妄言之,姑妄听之
姑息,迁就
姑息养奸,养虎遗患
轱轳,轱辘
轱辘,轱轳
辜负,孤负
毂击肩摩,车水马龙
毂下,都门
古板,呆板
古刹,庙宇
古代,现代
古道,旧道
古道热肠,古貌古心
古董,古玩
古董,骨董
古怪,乖僻
古怪,怪僻
古怪,离奇
古怪,奇异乖张
古迹,奇迹
古迹,事迹
古井不波,老僧入定
古老,陈旧
古里古怪,阴阳怪气
古貌古心,古道热肠
古人,前人
古往今来,从古到今
古雅,高古
谷旦,吉日
股分,股份
股份,股分
骨董,古董
骨干,主干
骨气,节气
骨肉,骨血
骨瘦如柴,骨瘦如豺
骨瘦如豺,骨瘦如柴
骨血,骨肉
蛊惑,勾引
蛊惑,迷惑
鼓吹,宣传
鼓吹,宣扬
鼓动,鼓舞
鼓动,煽动
鼓动感动,激昂
鼓励,鼓动勉励
鼓励,鼓舞
鼓励,激励
鼓励,激劝
鼓励,勉励
鼓起,兴起
鼓掌,拍手
鹘程万里,长风万里
瞽者,盲人
固步自封,抱残守缺
固结,凝结
固然,当然
固然,虽然
固若金汤,安如盘石
固若金汤,安如泰山
固若金汤,坚如盘石
固若金汤,铜墙铁壁
固若金汤,稳如泰山
固守,猛攻
固执,刚强
固执,顽固
固执,执拗
故步自封,停滞不前
故国,祖国
故伎,故技
故技,故伎
故交,故人
故交,故友
故旧,素交
故居,故宅
故居,旧居
故居,新居
故里,故乡
故里,家园
故里,桑梓
故土,故乡
故乡,故里
故乡,故土
故乡,家乡
故乡,老家
故乡,田园
故意,成心
故意,居心
故意,有心
故意,有意
故友,故交
故宅,故居
故宅,故舍
故宅,故园
故障,毛病
顾此失彼,捉襟见肘
顾忌,忌惮
顾虑,顾忌
顾虑,挂念
顾名思义,望文生义
顾盼,睥睨
顾全,保全
顾问,参谋
顾问,垂问
顾惜,爱惜
顾恤,怜惜
雇用,招聘
瓜代,交替
瓜葛,关系
瓜葛,纠葛
瓜果,水果
瓜熟蒂落,水到渠成
瓜熟蒂落,顺理成章
呱呱叫,刮刮叫
刮风,起风
刮刮叫,呱呱叫
刮目相待,拭目以待
刮目相看,另眼相看
寡妇,孀妇
寡居,孀居
寡廉鲜耻,恬不知耻
挂彩,负伤
挂花,负伤
挂花,挂彩
挂记,挂心
挂念,顾虑
挂念,记挂
挂念,牵挂
挂念,牵记
挂心,挂记
乖谬,谬妄
乖僻,古怪
乖巧,灵巧
拐弯抹角,借题发挥
拐弯抹角,旁敲侧击
拐弯抹脚,旁敲侧击
拐杖,手杖
怪诞,荒诞
怪诞,神怪
怪杰,奇人
怪僻,古怪
怪样子,四不像
怪异,奇异
怪罪,见怪
关隘,关口
关闭,封闭
关怀,关切
关怀,关心
关怀,眷注
关键,关头
关键,环节
关键,枢纽
关键,要害
关键,症结
关口,关隘
关连,干系
关联,联系关系
关门落锁,闭门塞窦
关切,关心
关山迢递,千里迢迢
关上,打开
关涉,牵涉
关心,关怀
关照,看护
关照,通知
关照,照顾
关注,存眷
观,不雅
观察,察看
观察,观测
观察,考察
观察,窥察
观察,视察
观察,调查
观点,概念
观点,观念
观光,参观
观光,旅行
观看,旁观
观赏,抚玩
观赏,鉴赏
观赏,欣赏
观望,张望
官场,宦海
官价,公价
官吏,仕宦
官僚,权要
官署,官厅
官司,讼事
官厅,官署
官样文章,例行公事
管鲍之交,陈雷之契
管工,督工
管见,鄙见
管教,管束
管库,司库
管理,办理
管理,经管
管理,治理
管束,管制
管束,牵制
管帐,会计
管帐,司帐
管制,管束
管制,控制
管中窥豹,井蛙之见
管中窥豹,坐井观天
贯彻始终,坚持到底
贯穿,贯串
贯串,贯穿
贯通,贯穿
贯注,灌输
贯注,灌注
冠冕堂皇,堂而皇之
惯例,常规
惯例,老例
惯例,通例
惯用,习用
灌溉,浇灌
灌输,灌注贯注
灌水,注水
灌音,录音
灌注贯注,灌输
光采,光彩
光彩,光华
光彩,光荣
光彩,荣耀
光彩,色泽
光彩夺目,光芒耀眼
光风霁月,冰壶秋月
光复,规复
光复,克复
光复,收复
光顾,帮衬
光顾,赐顾
光顾,光临
光顾,惠顾
光怪陆离,斑驳陆离
光怪陆离,千奇百怪
光棍,王老五骗子
光滑,滑腻
光滑,润滑
光滑油滑,圆滑
光辉,光芒
光辉,辉煌
光脚,赤脚
光洁,光亮
光亮,光明
光亮,亮光
光临,惠临
光临,莅临
光溜溜,光秃秃
光芒,光辉
光芒,光线
光芒,光泽
光芒,毫光
光明,光亮
光明,黑暗
光明磊落,光明正大
光明磊落,正大光明
光明正大,光明磊落
光明正大,名正言顺
光荣,光彩
光荣,名誉
光荣,庆幸
光荣,荣耀
光说不练,言而不行
光说不做,言而不行
光天化日,青天白日
光秃秃,光溜溜
光鲜,鲜明
光显,鲜明
光阴,工夫
光阴,年光
光阴,年华
光阴,时间
光阴,岁月
光阴似箭,白驹过隙
光阴似箭,日月如梭
